#,id,name,supertype,hp,types,rarity,retreatCost,convertedRetreatCost,AbilityName,AbilityText,Attack1Name,Attack1Cost,Attack1ConvertedCost,Attack1Damage,DamageFormula,Attack1Text
2058,sm8-18,Heracross,Pokemon,120,Grass,Uncommon,"Colorless, Colorless",2,,,Powerful Friends,"Grass, Colorless",2,30+,,"If you have any Stage 2 Pokemon on your Bench, this attack does 90 more damage."
2138,sm8-79,Raikou,Pokemon,120,Lightning,Rare,"Colorless, Colorless",2,,,Lost Voltage,"Lightning, Colorless",2,30+,,"If you have any Lightning Energy cards in the Lost Zone, this attack does 90 more damage."
2150,sm8-88,Xatu,Pokemon,100,Psychic,Uncommon,Colorless,1,,,Energy Gaze,"Colorless, Colorless",2,30+,,"Your opponent reveals their hand. If you find any Energy cards there, this attack does 60 more damage."
2157,sm8-93,Wobbuffet,Pokemon,110,Psychic,Rare,"Colorless, Colorless",2,Shady Tail,"As long as this Pokemon is on your Bench, ◇ (Prism Star) Pokemon in play (both yours and your opponent's) can't attack and have no Abilities.",Knock Away,"Psychic, Colorless",2,30+,,"Flip a coin. If heads, this attack does 30 more damage."
2192,sm8-120,Umbreon,Pokemon,110,Darkness,Rare,Colorless,1,,,Retaliate,Darkness,1,30+,,"If any of your Pokemon were Knocked Out by damage from an opponent's attack during their last turn, this attack does 90 more damage."
2208,sm8-131,Magearna,Pokemon,90,Metal,Uncommon,Colorless,1,,,Energy Press,"Metal, Colorless",2,30+,,This attack does 20 more damage times the amount of Energy attached to your opponent's Active Pokemon.
2217,sm8-138,Granbull,Pokemon,130,Fairy,Rare,"Colorless, Colorless, Colorless",3,,,All Out,Fairy,1,30+,,"If you have no cards in your hand, this attack does 130 more damage."
2244,sm8-160,Ho-Oh,Pokemon,130,Colorless,Rare,"Colorless, Colorless",2,,,Rainbow Burn,"Colorless, Colorless, Colorless",3,30+,,This attack does 30 more damage for each type of basic Energy attached to this Pokemon.
2269,sm9-14,Charizard,Pokemon,150,Fire,Rare,"Colorless, Colorless",2,Roaring Resolve,"Once during your turn (before your attack), you may put 2 damage counters on this Pokemon. If you do, search your deck for up to 2 Fire Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Continuous Blaze Ball,"Fire, Fire",2,30+,,Discard all Fire Energy from this Pokemon. This attack does 50 more damage for each card you discarded in this way.
2292,sm9-30,Gyarados,Pokemon,150,Water,Rare Holo,"Colorless, Colorless, Colorless, Colorless",4,,,Distilled Blast,Water,1,30+,,"Reveal the top 7 cards of your deck. This attack does 30 more damage times the amount of Water Energy you find there. Then, shuffle those Energy cards back into your deck and discard the other cards."
2312,sm9-45,Zebstrika,Pokemon,120,Lightning,Rare,Colorless,1,,,Raid,"Lightning, Colorless",2,30+,,"If this Pokemon evolved from Blitzle during this turn, this attack does 90 more damage."
2360,sm9-80,Pupitar,Pokemon,80,Fighting,Uncommon,Colorless,1,,,Payback,"Colorless, Colorless",2,30+,,"If your opponent has exactly 1 Prize card remaining, this attack does 90 more damage."
2370,sm9-88,Absol,Pokemon,100,Darkness,Rare Holo,Colorless,1,Dark Ambition,"If your opponent's Active Pokemon is a Basic Pokemon, its Retreat Cost is Colorless more.",Shadow Seeker,"Darkness, Colorless, Colorless",3,30+,,This attack does 30 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.
2394,sm9-105,Bisharp,Pokemon,110,Metal,Rare,"Colorless, Colorless",2,,,Single Lunge,Metal,1,30+,,"If this Pokemon has no damage counters on it, this attack does 90 more damage."
2419,sm9-126,Persian,Pokemon,100,Colorless,Uncommon,Colorless,1,,,Sharp Claws,"Colorless, Colorless",2,30+,,"Flip a coin. If heads, this attack does 60 more damage."
2499,smp-SM55,Decidueye,Pokemon,140,Grass,Promo,Colorless,1,,,Leaf Blade,Grass,1,30+,,"Flip a coin. If heads, this attack does 30 more damage."
2602,smp-SM150,Raikou,Pokemon,120,Lightning,Promo,"Colorless, Colorless",2,,,Lost Voltage,"Lightning, Colorless",2,30+,,"If you have any Lightning Energy cards in the Lost Zone, this attack does 90 more damage."
2609,smp-SM158,Charizard,Pokemon,150,Fire,Promo,"Colorless, Colorless",2,Roaring Resolve,"Once during your turn (before your attack), you may put 2 damage counters on this Pokemon. If you do, search your deck for up to 2 Fire Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Continuous Blaze Ball,"Fire, Fire",2,30+,,Discard all Fire Energy from this Pokemon. This attack does 50 more damage for each card you discarded in this way.
2658,smp-SM219,Entei,Pokemon,130,Fire,Promo,"Colorless, Colorless",2,,,Rally Back,"Fire, Colorless",2,30+,,"If any of your Pokemon were Knocked Out by damage from an opponent's attack during their last turn, this attack does 90 more damage."
2670,smp-SM226,Charizard,Pokemon,150,Fire,Promo,"Colorless, Colorless",2,Roaring Resolve,"Once during your turn (before your attack), you may put 2 damage counters on this Pokemon. If you do, search your deck for up to 2 Fire Energy cards and attach them to this Pokemon. Then, shuffle your deck.",Continuous Blaze Ball,"Fire, Fire",2,30+,,Discard all Fire Energy from this Pokemon. This attack does 50 more damage for each card you discarded in this way.
2702,sv1-12,Gogoat,Pokemon,130,Grass,Common,"Colorless, Colorless",2,,,Rising Lunge,"Colorless, Colorless",2,30+,,"Flip a coin. If heads, this attack does 30 more damage."
2822,sv1-92,Floette,Pokemon,70,Psychic,Common,Colorless,1,,,Magical Leaf,"Psychic, Colorless",2,30+,,"Flip a coin. If heads, this attack does 30 more damage, and heal 30 damage from this Pokemon."
2825,sv1-95,Dedenne,Pokemon,70,Psychic,Common,Colorless,1,,,Second Bite,"Psychic, Colorless",2,30+,,This attack does 10 more damage for each damage counter on your opponent's Active Pokemon.
2835,sv1-103,Espathra,Pokemon,110,Psychic,Uncommon,,0,,,Psychic,"Psychic, Colorless, Colorless",3,30+,,This attack does 50 more damage for each Energy attached to your opponent's Active Pokemon.
2851,sv1-114,Lucario,Pokemon,130,Fighting,Uncommon,"Colorless, Colorless",2,,,Avenging Knuckle,Fighting,1,30+,,"If any of your Fighting Pokemon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 120 more damage."
2855,sv1-116,Krokorok,Pokemon,100,Fighting,Common,"Colorless, Colorless",2,,,Payback,Fighting,1,30+,,"If your opponent has exactly 1 Prize card remaining, this attack does 90 more damage."
2951,sv2-21,Lokix,Pokemon,120,Grass,Rare,Colorless,1,,,Assaulting Kick,Grass,1,30+,,"If this Pokemon evolved from Nymble during this turn, this attack does 100 more damage."
3071,sv2-104,Tinkatuff,Pokemon,90,Psychic,Uncommon,"Colorless, Colorless",2,,,Play Rough,"Colorless, Colorless",2,30+,,"Flip a coin. If heads, this attack does 30 more damage."
3112,sv2-135,Tyranitar,Pokemon,180,Darkness,Rare,"Colorless, Colorless, Colorless",3,,,Rout,Darkness,1,30+,,This attack does 30 more damage for each of your opponent's Benched Pokemon.
3218,sv3-39,Heatmor,Pokemon,110,Fire,Common,Colorless,1,,,Energy Burner,"Fire, Fire",2,30+,,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.
3280,sv3-86,Espeon,Pokemon,110,Psychic,Uncommon,Colorless,1,,,Psychic Assault,Psychic,1,30+,,This attack does 10 more damage for each damage counter on your opponent's Active Pokemon.
3302,sv3-100,Greavard,Pokemon,80,Psychic,Common,"Colorless, Colorless, Colorless",3,,,Play Rough,"Colorless, Colorless, Colorless",3,30+,,"Flip a coin. If heads, this attack does 30 more damage."
3441,sv3pt5-15,Beedrill,Pokemon,130,Grass,Rare,Colorless,1,,,Nadir Needle,"Colorless, Colorless",2,30+,,"If you have no cards in your hand, this attack does 120 more damage, and your opponent's Active Pokemon is now Paralyzed and Poisoned."
3449,sv3pt5-20,Raticate,Pokemon,70,Colorless,Uncommon,,0,,,Second Bite,"Colorless, Colorless",2,30+,,This attack does 30 more damage for each damage counter on your opponent's Active Pokemon.
3508,sv3pt5-61,Poliwhirl,Pokemon,90,Water,Common,Colorless,1,,,Frog Hop,"Water, Colorless",2,30+,,"Flip a coin. If heads, this attack does 60 more damage."
3571,sv3pt5-103,Exeggutor,Pokemon,140,Grass,Uncommon,"Colorless, Colorless, Colorless",3,,,Psychic,"Colorless, Colorless",2,30+,,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.
3607,sv3pt5-128,Tauros,Pokemon,120,Colorless,Uncommon,"Colorless, Colorless",2,,,Rage,"Colorless, Colorless",2,30+,,This attack does 10 more damage for each damage counter on this Pokemon.
3770,sv4-105,Klawf,Pokemon,120,Fighting,Uncommon,"Colorless, Colorless, Colorless",3,,,Unhinged Scissors,"Colorless, Colorless",2,30+,,"If this Pokemon is affected by a Special Condition, this attack does 160 more damage."
3793,sv4-118,Yveltal,Pokemon,130,Darkness,Rare,"Colorless, Colorless",2,,,Cross-Cut,"Colorless, Colorless",2,30+,,"If your opponent's Active Pokemon is an Evolution Pokemon, this attack does 60 more damage."
4030,sv5-65,Azumarill,Pokemon,130,Psychic,Common,"Colorless, Colorless",2,,,Play Rough,Colorless,1,30+,,"Flip a coin. If heads, this attack does 30 more damage."
4090,sv5-105,Poochyena,Pokemon,70,Darkness,Common,Colorless,1,,,Gnaw Off,"Darkness, Colorless",2,30+,,"Flip a coin. If heads, this attack does 20 more damage."
4282,sv6-100,Hisuian Arcanine,Pokemon,130,Fighting,Rare,"Colorless, Colorless",2,,,Proud Fangs,Free,1,30+,,"If your Benched Pokemon have any damage counters on them, this attack does 90 more damage."
4295,sv6-109,Glimmora,Pokemon,130,Fighting,Uncommon,"Colorless, Colorless, Colorless",3,,,Venoshock,Fighting,1,30+,,"If your opponent's Active Pokemon is Poisoned, this attack does 100 more damage."
4301,sv6-114,Mightyena,Pokemon,120,Darkness,Uncommon,Colorless,1,,,Hunting Pack,Darkness,1,30+,,"If Mightyena is on your Bench, this attack does 90 more damage."
4321,sv6-125,Revavroom,Pokemon,140,Metal,Uncommon,"Colorless, Colorless",2,,,Rally Back,Colorless,1,30+,,"If any of your Pokemon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage."
4517,sv7-84,Mienshao,Pokemon,90,Fighting,Uncommon,Colorless,1,,,Gale Roundhouse,Fighting,1,30+,,"If your opponent has 5 or fewer cards in their hand, this attack does 60 more damage."
4525,sv7-88,Falinks,Pokemon,110,Fighting,Common,"Colorless, Colorless",2,,,All-Out Attack,"Colorless, Colorless",2,30+,,"If this Pokemon used Form Ranks during your last turn, this attack does 90 more damage."
4610,svp-27,Pikachu,Pokemon,60,Lightning,Promo,Colorless,1,,,Adventuring Together,"Lightning, Lightning, Lightning",3,30+,,This attack does 10 more damage for each of your Benched Pokemon.
4678,svp-101,Pikachu,Pokemon,70,Lightning,Promo,Colorless,1,,,Scrappy Spark,"Lightning, Lightning, Colorless",3,30+,,Flip a coin until you get tails. This attack does 30 more damage for each heads.
4714,swsh1-8,Durant,Pokemon,110,Grass,Rare,Colorless,1,,,Bite Together,"Grass, Colorless",2,30+,,"If Durant is on your Bench, this attack does 60 more damage."
4817,swsh1-82,Galarian Rapidash,Pokemon,100,Psychic,Rare,Colorless,1,Pastel Veil,Your Pokemon recover from all Special Conditions and can't be affected by any Special Conditions.,Psychic,"Psychic, Colorless",2,30+,,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.
4886,swsh1-132,Galarian Stunfisk,Pokemon,120,Metal,Uncommon,"Colorless, Colorless",2,Snap Trap,"If this Pokemon is in the Active Spot and is damaged by an opponent's attack (even if it is Knocked Out), discard an Energy from the Attacking Pokemon.",Damage Rush,"Metal, Colorless",2,30+,,Flip a coin until you get tails. This attack does 30 more damage for each heads.
4889,swsh1-134,Bisharp,Pokemon,120,Metal,Uncommon,"Colorless, Colorless",2,,,Charge Order,Colorless,1,30+,,This attack does 30 more damage for each of your Benched Pawniard.
4922,swsh10-5,Scyther,Pokemon,80,Grass,Common,Colorless,1,,,Quick Blow,"Colorless, Colorless",2,30+,,"Flip a coin. If heads, this attack does 30 more damage."
4974,swsh10-44,Hisuian Basculegion,Pokemon,120,Water,Rare,"Colorless, Colorless",2,,,Grudge Dive,Water,1,30+,,"If any of your Pokemon were Knocked Out by damage from an attack from your opponent's Pokemon during their last turn, this attack does 90 more damage, and your opponent's Active Pokemon is now Confused."
5026,swsh10-91,Hisuian Overqwil,Pokemon,130,Darkness,Rare,"Colorless, Colorless",2,,,Dirty Press,Darkness,1,30+,,"If you have at least 3 Darkness Energy in play, this attack does 90 more damage."
5051,swsh10-116,Bisharp,Pokemon,120,Metal,Uncommon,"Colorless, Colorless",2,,,Vengeful Cut,Metal,1,30+,,This attack does 30 more damage for each damage counter on all of your Benched Pawniard.
5101,swsh11-20,Orbeetle,Pokemon,110,Grass,Rare Holo,Colorless,1,Jamming Attachment,"When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may attach up to 3 Energy cards from your opponent's discard pile to your opponent's Pokemon in any way you like.",Mysterious Wave,"Colorless, Colorless",2,30+,,This attack does 50 more damage for each Energy attached to your opponent's Active Pokemon.
5180,swsh11-78,Malamar,Pokemon,110,Psychic,Rare,"Colorless, Colorless",2,,,Synchro Kinesis,Psychic,1,30+,,"Each player reveals their hand. If a card in your opponent's hand has the same name as a card in your hand, this attack does 90 more damage."
5357,swsh12-56,Zeraora,Pokemon,110,Lightning,Rare,,0,,,Battle Claw,Lightning,1,30+,,"If your opponent's Active Pokemon is an Evolution Pokemon, this attack does 30 more damage."
5402,swsh12-95,Anorith,Pokemon,90,Fighting,Uncommon,Colorless,1,,,Fossil Drop,"Colorless, Colorless",2,30+,,"You may discard an Unidentified Fossil card from your hand. If you do, this attack does 120 more damage."
5407,swsh12-98,Hawlucha,Pokemon,80,Fighting,Common,Colorless,1,,,Acrobatics,"Fighting, Colorless",2,30+,,Flip 2 coins. This attack does 20 more damage for each heads.
5433,swsh12-118,Metang,Pokemon,100,Metal,Uncommon,"Colorless, Colorless",2,,,Bullet Punch,"Metal, Colorless",2,30+,,Flip 2 coins. This attack does 30 more damage for each heads.
5536,swsh12pt5-56,Pincurchin,Pokemon,80,Lightning,Uncommon,Colorless,1,,,Continuous Tumble,"Lightning, Colorless",2,30+,,Flip a coin until you get tails. This attack does 30 more damage for each heads.
5545,swsh12pt5-62,Lunatone,Pokemon,90,Psychic,Uncommon,Colorless,1,,,Moon Kinesis,"Colorless, Colorless, Colorless",3,30+,,This attack does 30 more damage for each Psychic Energy attached to this Pokemon.
5576,swsh12pt5-85,Galarian Perrserker,Pokemon,120,Metal,Rare,"Colorless, Colorless",2,,,Sharp Claws,"Metal, Colorless",2,30+,,"Flip a coin. If heads, this attack does 60 more damage."
5578,swsh12pt5-86,Scizor,Pokemon,130,Metal,Rare,"Colorless, Colorless",2,,,X-Scissor,Colorless,1,30+,,"Flip a coin. If heads, this attack does 30 more damage."
5586,swsh12pt5-90,Metang,Pokemon,100,Metal,Uncommon,"Colorless, Colorless",2,,,Bullet Punch,"Metal, Colorless",2,30+,,Flip 2 coins. This attack does 30 more damage for each heads.
5604,swsh12pt5-118,Gumshoos,Pokemon,120,Colorless,Rare,Colorless,1,,,Stakeout Headbutt,"Colorless, Colorless",2,30+,,"If your opponent's Active Pokemon moved from the Bench to the Active Spot during your opponent's last turn, this attack does 120 more damage."
5644,swsh2-25,Ninetales,Pokemon,120,Fire,Rare,Colorless,1,,,Hex,Fire,1,30+,,"If your opponent's Active Pokemon is affected by a Special Condition, this attack does 90 more damage."
5712,swsh2-80,Sigilyph,Pokemon,110,Psychic,Rare,Colorless,1,Counterattack,"If this Pokemon is your Active Pokemon and is damaged by an opponent's attack (even if this Pokemon is Knocked Out), put 3 damage counters on the Attacking Pokemon.",Psychic Assault,"Psychic, Colorless",2,30+,,This attack does 10 more damage for each damage counter on your opponent's Active Pokemon.
5719,swsh2-84,Hattrem,Pokemon,80,Psychic,Uncommon,Colorless,1,,,Brutal Swing,"Colorless, Colorless",2,30+,,"Flip a coin. If heads, this attack does 30 more damage."
5776,swsh2-128,Scizor,Pokemon,130,Metal,Rare,Colorless,1,,,Raid,Metal,1,30+,,"If this Pokemon evolved from Scyther during this turn, this attack does 90 more damage."
5840,swsh3-18,Golisopod,Pokemon,130,Grass,Rare Holo,"Colorless, Colorless",2,,,Hard Times Slash,"Colorless, Colorless",2,30+,,This attack does 50 more damage for each of your opponent's Pokemon V and Pokemon-GX in play.
5984,swsh3-122,Lairon,Pokemon,100,Metal,Uncommon,"Colorless, Colorless, Colorless",3,,,Knock Away,"Colorless, Colorless",2,30+,,"Flip a coin. If heads, this attack does 30 more damage."
6000,swsh3-133,Kangaskhan,Pokemon,130,Colorless,Rare Holo,"Colorless, Colorless",2,,,Rally Back,"Colorless, Colorless",2,30+,,"If any of your Pokemon were Knocked Out by damage from an attack from your opponent's Pokemon during their last turn, this attack does 90 more damage."
6163,swsh4-61,Zeraora,Pokemon,100,Lightning,Rare Holo,,0,,,Fighting Lightning,"Lightning, Colorless",2,30+,,"If your opponent's Active Pokemon is a Pokemon V or Pokemon-GX, this attack does 80 more damage."
6453,swsh5-84,Stonjourner,Pokemon,130,Fighting,Rare,"Colorless, Colorless, Colorless",3,,,Land's Pulse,"Fighting, Colorless",2,30+,,"If a Stadium is in play, this attack does 30 more damage."
6494,swsh5-119,Drampa,Pokemon,120,Colorless,Rare,"Colorless, Colorless",2,,,Spiral Rush,"Colorless, Colorless",2,30+,,Flip a coin until you get tails. This attack does 30 more damage for each heads.
6561,swsh6-51,Zebstrika,Pokemon,120,Lightning,Rare,Colorless,1,,,Coordinated Bolt,Colorless,1,30+,,"If 1 of your other Rapid Strike Pokemon used an attack during your last turn, this attack does 90 more damage."
6577,swsh6-64,Cresselia,Pokemon,120,Psychic,Rare Holo,Colorless,1,,,Photon Laser,"Psychic, Psychic",2,30+,,"If you have at least 5 Energy in play, this attack does 90 more damage."
